,class,text
4633,13,"Dear people saying, Doctors deserve it 'pitne do saalon ko..'    We wonder what would happen, If we said, 'marne do saalon ko...'    #DoctorsFightBack #savethedoctors https://t.co/AtdjZSl8tH"
4634,13,#ShameOnICC rain ruin the 2019 WC.@ICC
4635,7,@realDonaldTrump @foxandfriends #Sad I saw a portapotty full to the top at work today &amp; thought of you trump &amp; I realized something. The full portapotty has less shit in it than you &amp; it does it's job well. You could learn from that. #trumpdeathcamps  #Trump2020 #TrumpTrain #fucktrump  #Fucktrump
4636,13,"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen https://t.co/3npO02y4Cb"
4637,13,#BorisJohnsonShouldNotBePM He published poem on 'extermination' of 'verminous' Scots https://t.co/omCdwYMD0K
4638,13,"That’s how #Rapist are treated in Dubai -Full &amp; Final on the spot with in 15 minutes.    @PMOIndia should bring strictest law for Rapists to set the precedent.     So that, no one will ever dream to even think of raping    &amp; Law should not be gender biased🙏🏻     https://t.co/s3nP7BfHEI"
4639,13,(1/2)  Rain stops the match  ICC : we have rain insurance  Onto the next match  This is what @icc does.  #ShameOnICC if you can't organise #Worldcup Match you must stop calling yourself the apex body and relinquish those rights to someone capable enough like @CricketAus or  @BCCI https://t.co/LgWhZTJzoA
4640,13,"´Super Ruperts´ :  yes.  The donkeys, as in ´lions led by donkeys´.  #BorisJohnsonShouldNotBePM https://t.co/3Uo9NBYACI"
4641,7,Layleen Polanco is the 10th trans woman found dead in U.S. this year #Resist #ResistTrump #FuckTrump https://t.co/8RrE6cZNkm
4642,13,This is very poor planing of #icc world cup 2019 #ShameOnICC
4643,13,It's Getting Pretty Hard Not To Get Ejected From A Game Ángel Hernández Is Umpiring https://t.co/2jxSoCxe3I #Douchebag
4644,13,Twitter: #ShameOnICC is Trending  ICC: Wtf? WHY?  Indians: https://t.co/ePPRiiCBPz
4645,13,We have more #corruption and #criminals in parliament then we have in prisons and we are supposed to trust these people they bring in laws we have to abide by but they then break #donations #drugs #BorisJohnsonShouldNotBePM
4646,13,@MarshaBlackburn Truly funny: you say it happened in 2016 but THIS is a Rush.    Do you see the irony in your hesitation?    #Tennessee   #JohnMcCainDay   #TrumpIsATraitor   #TrumpResign
4647,7,"Trump’s legally problematic claim that he’d accept “oppo research” from foreign governments, explained #Resist #ResistTrump #FuckTrump https://t.co/j70mrLFtb0"
4648,13,#CricketWorldCup2019 is washed away.  Poor Management.  #ShameOnICC
4649,13,Doctors turn down Mamata's invite; demand apology  #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #MamataBanarjee     https://t.co/5Pr07aItUD
4650,7,@AWMurrison @BorisJohnson And you’re a #dickhead
4651,13,Dear @icc you better concentrate on umpires who are sooper in last match ..No balls ni choodatledu ra ayya..Niku Dhoni gloves gurinchi enduku #DhoniKeepsTheGlove Thanks @BCCI supporting him 🙌 #WorldCup2019
4652,7,"@realDonaldTrump @MarshaBlackburn She blocked a bill that would make what’s already illegal, illegal.   It is illegal to accept any foreign help in an election campaign.   You broke the law &amp; you said you’d do it again.   What good are laws when the president himself is more than willing to ignore them? #FuckTrump"
4653,7,@Lawrence So maybe McGahn should tell Trump that he's now decided to comply with the subpoena and he's going to answer everything the Dems ask. #FuckTrump
4654,13,#borisjohnson and then the magic happens. https://t.co/AkG05vMtrc #brexit #BorisJohnson #BorisJohnson #BorisJohnsonShouldNotBePM #ToryLeadershipContest #ToryLeadershipDebate #Tory
4655,13,This is the face of fascism coming to America! Remember he also signed bibles like he’s the second coming of Christ. #TrumpIsATraitor #ImpeachDonaldTrumpNOW https://t.co/tdZcJQnTXD
4656,13,I can't believe even this turned communal. Doctors of all religions are protesting. We aren't divided. Were the rest of you sleeping earlier when other attacks were perpetrated by Hindus? Or was it not convenient for your narrative earlier? Stand United please   #DoctorsFightBack
4657,13,@ICC  what can possibly go wrong with someone wearing a glove with a logo which means nothing to you but everything to the player what would have happened if he had a tattoo of the same .. what u would  have done .. enjoy the game and stop being kejriwal😂  #DhoniKeepsTheGlove
4658,13,@kylegriffin1 And we all know what a good judge of right and wrong trump is. #LiarInChief #TrumpIsATraitor #ImpeachTrumpNow
4659,13,@GovPritzker Not only are you a slob physically but also morally and ethically.  You are making a flimsy excuse for murder.  Why not encourage support for women who carry their child to term and offer adoption alternatives to loving couples instead of taking the easy way out. #murderer
4660,13,Shoutout to blind PTI followers.   Read and understand the level of deception your druggy captain sold you!  #پپو_نکلا_نالائقِ_اعظم   #Pakistan  #PTIGovernment  #imranhataomulkbachao  #PMLN  #تحریکِ_انصاف_قاتلِ_انصاف https://t.co/sXAeA73vHY
4661,13,"@cricketworldcup What a poor advertisement of #CWC19      Hope same thing happens for #INDvPAK match.    @ICC deserves it.    Poor Schdule, Poor Ground conditions, Poor Rules &amp; Regulations.    Important tournament is wasted.    #ShameOnICC"
4662,7,"@MlLedoux He left his hotel, airline, “university,” steak scam, vodka scam, wives, children... etc. #FuckTrump #ImpeachTrump"
4663,7,U.S. will examine 2016 North Carolina poll books for election hacking #Resist #ResistTrump #FuckTrump https://t.co/aWa4ng4YKd
4664,7,GOP = Guardians Of Putin  #FUCKtRump https://t.co/dDuNHZdErx
4665,13,@realDonaldTrump Pee pee tape  #trumpisanasshole #trumptempertantrum #idiottrump
4666,7,Trump is reportedly in denial about his campaign’s bleak internal polling #Resist #ResistTrump #FuckTrump https://t.co/h8dq6uvG8D
4667,13,@realDonaldTrump You are a joke. #Douchebag
4668,13,@chelseahandler I’ve said this elsewhere but oj is absolutely KILLING IT on social media these days. He is ABSOLUTELY SLAYING it. #OJSimpson #murderer
4669,13,@realDonaldTrump Despite all your corruption we will be  great again once you're out office and in jail where you belong! #idiottrump #derangeddonald #billiondollarloser ##trumpiscompromised
4670,13,"Well this realisation only is not enough, we didn't start it .  All we want now is a safe and secure atmosphere to work in ✌️  #Savethedoctors #DoctorsFightBack   #standwithnrs https://t.co/4bEuopnDbv"
4671,7,@MSNBC @kwelkernbc I am 🤢 with having to hear that hag Conway! #VoteBlue2020 #DitchMitch2020 #VoteBlueToSaveAmerica #FlipTheSenate2020 #VoteBlueNoMatterWho2020 #Resist #FuckTrump #DoYourJobMitch #ResistTrump #TheResistance #Resistance #TraitorTrump #VoteBlueToSaveAmerica
4672,13,@RepMattGaetz @realDonaldTrump #HappyJohnMcCainDay  🙌🏻🙌🏻💙💙🙌🏻💙🙌🏻🙌🏻🙌🏻     @RepMattGaetz  is a DRUNK AND   #TrumpIsATraitor
4673,7,"Sometimes, just sometimes, I wish I had the intelligence of a #MAGA't. That way these times would be filled with blissful ignorance as I support a man who lies to my face daily while working against me. Unfortunately I am not a fucking moron. So I see it. #FuckTrump https://t.co/NOL734kJPn"
4674,13,@realDonaldTrump Thanks for 'exposing' Jon Stewart as Jewish #bigot #douchebag
4675,13,Once Upon a Time #Bangal was know by the name of  land of     ' RABINDRANATH TAGORE '     But now #Bangal has become a LAND of A Dictator &amp; psycho #MamtaBanerjee     she's Destroying the Culture &amp; Heritage of #WestBangal     #KolkataViolence  #DoctorsFightBack   #doctors_against_assualt https://t.co/Y3ShpXTBDX
4676,7,"Documented having spewed nearly 11,000 lies in 26 months. Honesty.🤣🤣🤣 #FuckTrump https://t.co/JY82Q7ZsRW"
4677,13,Happy John McCain day!!! @DonaldJTrumpJr @realDonaldTrump @robreiner @TheRickWilson @funder @dixon_dar @RWPUSA #ImpeachmentInquiry #CountryOverParty #TrumpIsATraitor #TrumpMustResign #TrumpTantrum #DerangedDonald #2020Elections https://t.co/eGxMfqB5hw
4678,13,@realDonaldTrump @netanyahu Trump is functionally illiterate🤡. Does he know relatively few Jews vote Republican + few voted for HIM #TrumpHeights #GOPComplicit #TrumpIsANationalSecurityThreat #TrumpResignNow #VoteBlue #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica #Resisters #Resist #TrumpIsATraitor https://t.co/7qCkmoKUWT
4679,13,"@andylassner @realDonaldTrump #DoucheBag  @andylassner  day. That’s not a trend, that’s a fact."
4680,7,I live in a world where it’s possible #borisjohnson could be prime minister and #donaldtrump is actually a president. What the fuck is going on 🤷🏾‍♂️ #MondayMorning #mondaythoughts #BorisJohnsonShouldNotBePM #worldcrisis #wtf #usa #uk https://t.co/6xUqiPgpm8
4681,7,@WhiteHouse Deranged display of fake patriotism.     Meanwhile @senatemajldr and Dump sell the country behind close doors to highest bidders.     #FuckTrump https://t.co/OXSr9DVQrM
4682,7,"@andyhod66 Y does he look a twat least he stuck to his word , all he needs is the date underneath n it’s a memory of the night #dickhead"
4683,13,We don't need to check date of birth of  a #rapist   #India https://t.co/DLuTmDkMei
4684,13,#Murderer @TheRealOJ32 has over 400K followers? That's is sick.
4685,13,"As I always said, the deals b/w Zameer Ahmed &amp; #IMAFraud Mansoor Khan is out, many other bigwigs are also part of this scam.    I strongly demand the investigation to be handed over to CBI, which is the only ray of hope for the thousands of victims of #IMAJewelsScam. https://t.co/Rz51UNQ9Wa"
4686,13,The Orange Man-baby is Public Enemy Number One! When will his Moronic Supporters get well?     #TrumpIsATraitor #JohnMcCainDay #TrumpCrimeFamily #TrumpColluded #VetsResist https://t.co/Eh5wMGPF8f
4687,13,@SumitkadeI @ICC Boycott ICC World Cup 2019 #shameonicc @ICC mean for international chutiyapa council
4688,13,Can you support the March for Change on July 20?     March against Boris ..  https://t.co/BYGpdwQdJM    #BorisJohnsonShouldNotBePM  #BollocksToBoris   #BollockstoBrexit https://t.co/mPXTGQbta6
4689,13,When even one of your closest allies can’t defend your reprehensible words. #TrumpIsATraitor #FakePresident https://t.co/bPXJZFRRBk
4690,13,Zaghari-Ratcliffe’s husband 'resented Boris Johnson'    https://t.co/T9EE7R4Jve  #BorisJohnsonShouldNotBePM   #FreeNazanin
4691,13,#ICC you have ruined the tournament. Never ever try to organize it. Better take some management lessons from #BCCI.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/UJS4EJpawt
4692,7,That is how most people including me are feeling that today is that SOB Trump birthday lol. #mood #fucktrump #villageidiot #byefelicia https://t.co/2OR7VqvPFc
4693,7,Trump's impeachment poll numbers highest since Nixon #Resist #ResistTrump #FuckTrump https://t.co/Lgj1EOYOf0
4694,13,Pic 1:- Indian grounds    pic 2:- Others grounds    #ShameOnICC #INDvNZ #CWC19   @cricketaakash @sachin_rt @virendersehwag @AjitKum20724349 https://t.co/qZ0DEMlONz
4695,7,I hope I live long enough to see @AOC be president.    #AlexandriaOcasioCortez #MyCountryTisOfShe  #fuckTrump #Trumpsucks
4696,7,@realDonaldTrump Good riddance to that  heffa she beast.   #fucktrump
4697,13,ICC Rain World Cup 😀😁😂🤣😭    #ShameOnICC #CWC19 #INDvNZ #FridayMotivation #NBAFinals @ImBhupenSingh19 @ICC @BCCI @cricketworldcup https://t.co/DNOFfJAlew
4698,7,US embassies defy tRump administration's ban on Pride flags  @gaystarnews  https://t.co/Ru8xVZcB1K    #FucktRump #tRumpIsARacist
4699,7,@here In a driverless future they won’t drive #dickhead
4700,7,@n_o_27 @13ththirteen @NathanTribal @AbhiRajPandey @ANI Dekha 😂  It takes them less than a minute to drag 1984 and justify it. Innocent cop my foot. Same police was killing random Sikhs and brought mobs to do the killing spree in 1984.  #FuckDelhiPolice
4701,13,IN #BREAKING WORLDWIDE #NEWS: DEVIL POSSESSED SEVENTH KINGDOM #SUICIDAL #MURDERER DONALD #TRUMP HAS BEEN FOUND GUILTY OF #MURDER AND HAS BEEN SENTENCED TO #DEATH! TRUMP HAS BEEN ORDERED TO TURN HIMSELF INTO THE LEGAL AUTHORITIES TO BE EXECUTED
4702,13,ICC doesn't allow religious and political activities then WTF is this. Lt. col.Dhoni Wears Army insignia for Pride🇮🇳    #DhoniKeepsTheGlove https://t.co/LIyR5saFXl
4703,7,@DestinDiarra @AstoriaRego @fitover35 @Ms_Catlin @OffMuteRKelly @SGcrimlaw @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!
4705,13,@realDonaldTrump Happy Birthday Traitor! #JohnMcCainDay #TrumpIsATraitor https://t.co/SOefDk6mRP
4706,7,@TuttleNTexas @PeachDreaG @scrappy406 @hig68 @So4linda118 @Toot2006Sal @Quicklitning @shannon_crane @firedancergirl @kennysegway Thanks Tuttle. Honored beyond belief.   #marchforimpeachment   #FUCKtRump  #FUCKTHEGOP
4707,13,"WARNING: FLASH    Stupidity is never part of a solution, it is always part of a problem    Stop treating #stupidity as equal    #Hypocrisy #Hypocrites #TruthToPowerHour #Trump #TrumpResign #TrumpIsATraitor #TrumpRussia #TrumpCrimeSyndicate #ResistersForum #ResistanceUnited #BlueWave https://t.co/wLA7PXVeSG"
4708,13,Dear @ICC &amp; @ECB_cricket u have arranged such a big event @cricketworldcup   can u can't provide indoor stadiums for cricket or spend some money  to cover full ground so that as well as rain stop game can resume #ShameOnICC #AskStar @StarSportsIndia #CWC19 #RainStopsMatch @BCCI
4709,13,@realDonaldTrump Because you knew NO ONE supported this stupid idea! #derangeddonald #billiondollarloser #trumpiscompromised #idiottrump
4710,13,"@matthewamiller Because there are no consequences to individual #1. He basically advertised for free on TV that he is open to foreign help.  Case by case, using what criteria? 🤔  #TrumpIsACriminal  #ImpeachDonaldTrumpNOW #TrumpIsATraitor"
4711,13,Watching the #LeadersDebate tonight I can see  #RoryStewart will appeal to disenfranchised Labour voters &amp; many now floating Remainers if he can fight his way through this scrum to the final 2. #BorisJohnsonShouldNotBePM
4712,13,"@Emmabarnett MPs who support a candidate with serial misbehaviour to be PM (#BorisJohnsonShouldNotBePM ) will face the music when they come for re-election. #BorisJohnson is the blankey blank candidate who can't be bothered to defend what he is suppose to stand for, so why back a blank brain?"
4713,13,Tombs of #EastTurkistan Republic's exiles who died in Japan.  https://t.co/FlnrqqvLuQ  #Uyghur #FreeUyghur #China #CCP #BoycottChina #ウイグル #RT
4714,13,Proud of my fraternity! #Savethedoctors #DoctorsFightBack #DoctorsStrike #doctors_against_assualt #humanity https://t.co/7qDS6BkC5R
4715,13,#Uyghur Protests in #Canada #Freedom for #Uyghurs  https://t.co/4XyqwDLXvS  #FreeUyghur #EastTurkistan #China #CCP #BoycottChina #ウイグル #RT
4716,13,You need to learn to use #murderer on your tweets.  Then we will be able to find you right away! https://t.co/1PgCW9Cnys
4717,13,@Shehzad_Ind @RahulGandhi This is reality of punjab m also in punjab in amritsar Ares and here is always this problems where is @sherryontopp jo har relly mein chilllata tha #same   #Punjab   #CongressMukTBharat
4718,13,There should be proper planning for the matches that have been washed out in the rain. One or two matches can be considered but when every match seems to be washed out then what should be said about ICC @ICC #CWC2019 #ShameOnICC
4719,7,Opinion: How Trump is abandoning LGBTQ people over pride flags #Resist #ResistTrump #FuckTrump https://t.co/QASyeD3mLr
